Class_Name_1,URI_1,Instances_Names_1,Class_Name_2,URI_2,Instances_Names_2,Relation
newspaper,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:newspaper," counterpunch ,  outdoor photographer magazine ,  the los angeles times ",Skyscraper,http://dbpedia.org/ontology/Skyscraper," Brisbane Quarter ,  Matitone,  Perret tower (Grenoble) ",0
nonprofitorganization,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:nonprofitorganization," world explore ,  world read ,  olympics maine ",Amphibian,http://dbpedia.org/ontology/Amphibian," Silverstoneia erasmios ,  La Escalera tree frog ,  Oxydactyla alpestris ",0
nonprofitorganization,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:nonprofitorganization," icaan ,  world las vegas ,  filipino american national historical society ",Bird,http://dbpedia.org/ontology/Bird," Melodious blackbird ,  Trias greenfinch ,  Capricorn silvereye ",0
nonprofitorganization,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:nonprofitorganization," florida special olympics ,  world discover ,  national marfan foundation ",Non-ProfitOrganisation,http://dbpedia.org/ontology/Non-ProfitOrganisation," The Conservation Volunteers ,  Humane Society of Harford County ,  Manchester Unity Credit Union ",1
nonprofitorganization,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:nonprofitorganization," world activities ,  united states psychiatric rehabilitation association ,  network professional association ",Poem,http://dbpedia.org/ontology/Poem," The Hunger Angel ,  Elucidation ,  Prahlādacharita ",0
olympics,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:olympics," august olympics ,  n1932 and 1980 winter olympics ,  n1976 games ",Lymph,http://dbpedia.org/ontology/Lymph," Small cell ,  Cloquet's node ,  Thoracic duct ",0
olympics,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:olympics," n2000 sydney olympic games ,  n1976 montreal summer olympics ,  olympics 2008 ",Olympics,http://dbpedia.org/ontology/Olympics," Biathlon at the 1998 Winter Olympics – Men's relay ,  Freestyle skiing at the 1994 Winter Olympics ,  Water polo at the 2008 Summer Olympics ",1
park,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:park," baton rouge hotels ,  bingfield park ,  west yellowstone hotels ",Bank,http://dbpedia.org/ontology/Bank," IDBI Capital ,  United Bank (Atlanta metropolitan area) ,  Central Bank of Cyprus ",0
park,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:park," naracoorte caves national park ,  lake compounce family theme park ,  coopracambra national park ",Park,http://dbpedia.org/ontology/Park," Millennium Park (Abuja) ,  Waimea Canyon State Park ,  The Oval (Prestwick) ",0
park,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:park," saguaro national park ,  san guillermo national park ,  ghana hotels ",Park,http://dbpedia.org/ontology/Park," Upper Adams River Provincial Park ,  Oregon Jack Provincial Park ,  Coal Mines Historic Site ",1
park,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:park," dixie landin  theme park ,  huanglongsi jiuzhaigou national park ,  rovaniemi hotels ",Port,http://dbpedia.org/ontology/Port,,0
park,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:park," hawaii volcanoes national park ,  mamshit national park ,  auckland hostels ",Stadium,http://dbpedia.org/ontology/Stadium," Rynearson Stadium ,  Kanazawa Soccer Stadium ,  Městský fotbalový stadion Srbská ",0
placeofworship,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:placeofworship," smith chapel cemetery ,  maple park united methodist church ,  woodlands cemetery ",ReligiousBuilding,http://dbpedia.org/ontology/ReligiousBuilding," Nyimalung Monastery ,  Jameh Mosque of Zanjan ,  Loccum Abbey ",1
planet,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:planet," planet pluto ,  earth survives ,  three earth ",Automobile,http://dbpedia.org/ontology/Automobile," McDuffie Racing ,  Apple Desktop Bus ,  Mercedes-Benz 770 ",0
planet,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:planet," visible earth ,  planet aether ,  venus books ",Book,http://dbpedia.org/ontology/Book," History of Palestine ,  Shrink Yourself ,  Battle Cry (Leon Uris novel) ",0
planet,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:planet," earth   citation ,  priori mars ,  sweet earth ",Lake,http://dbpedia.org/ontology/Lake," Mirror Lake (Wallowa County, Oregon) ,  Opinicon Lake ,  Brabrand Lake ",0
planet,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:planet," lamuella ,  global warming earth ,  time mars ",Museum,http://dbpedia.org/ontology/Museum," 1812 Homestead Farm and Museum ,  Katzrin ancient village and synagogue ,  Cossack Village (Stetsivka) ",0
planet,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:planet," mars the planet ,  planeturanus ,  our planet ",Planet,http://dbpedia.org/ontology/Planet," 2010 AL30 ,  40463 Frankkameny ,  1353 Maartje ",1
planet,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:planet," day mercury ,  early venus ,  nebulos ",Plant,http://dbpedia.org/ontology/Plant," Boysenberry ,  Archibald Primrose, 4th Earl of Rosebery ,  Kunzea parvifolia ",0
plant,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:plant," n16 other followers ,  flame lilies ,  shrubby tree ",Bird,http://dbpedia.org/ontology/Bird," Broad-billed prion ,  Pacific swift ,  Pitcairn reed warbler ",0
plant,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:plant," attractive mahogany ,  basil plant ,  purplish red flowers ",Island,http://dbpedia.org/ontology/Island," Bolmsö ,  Geiger Key ,  Na Mokulua ",0
plant,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:plant," florida spruce trees ,  catgut ,  ornate flower ",Planet,http://dbpedia.org/ontology/Planet," 1361 Leuschneria ,  2014 OO6 ,  Mocmex ",0
plant,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:plant," macrocarpa tree ,  calvert cliffs nuclear power plant ,  wonderful shrub ",Plant,http://dbpedia.org/ontology/Plant," Leaf vegetable ,  Pyramimonas ,  Collinsia corymbosa ",1
politicalparty,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:politicalparty," solomon islands labor party ,  bsp ,  nationalist front for progress or nfp ",PoliticalConcepts,http://dbpedia.org/ontology/PoliticalConcepts,,0
politicalparty,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:politicalparty," social democrat party ,  movement for france or ldi mpf ,  content chapters ",PoliticalParty,http://dbpedia.org/ontology/PoliticalParty," Panhellenic Citizen Chariot ,  Truth and Justice (Afghanistan) ,  Responsible Autonomy ",1
politicalparty,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:politicalparty," united kingdom independence party ,  pro hindu bharatiya janata party ,  left radical party ",Politician,http://dbpedia.org/ontology/Politician," Samuel Spruill ,  Henk Vonhoff ,  Al Swift ",0
politicalparty,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:politicalparty," socialist alliance party ,  red hand defenders ,  dmk ",TelevisionStation,http://dbpedia.org/ontology/TelevisionStation," Vinappris ,  Frequency of optimum transmission ,  KCIT ",0
politician,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:politician," john bulfield ,  thomas harris ,  rep  joe kennedy ",Film,http://dbpedia.org/ontology/Film," Bagi, the Monster of Mighty Nature ,  Bjurra ,  Cloverfield ",0
politician,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:politician," time thomas jefferson ,  john fallows ,  nate garin ",Mountain,http://dbpedia.org/ontology/Mountain," Winnemucca Mountain ,  Guksabong (North Gyeongsang) ,  Heidalsmuen ",0
politician,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:politician," representative thomas e  price ,  michael moynahan ,  president elect bill clinton ",MusicalArtist,http://dbpedia.org/ontology/MusicalArtist," Texas A&M University Century Singers ,  Jon Allen (musician) ,  Keong Emas ",0
politician,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:politician," rick henry ,  us representative david price ,  governor rod r  blagojevich ",PoliticalConcepts,http://dbpedia.org/ontology/PoliticalConcepts,,0
politician,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:politician," kara david ,  senator allard ,  edward hamilton ",PoliticalParty,http://dbpedia.org/ontology/PoliticalParty," Haiti in Action ,  Ontario Moderate Party ,  Badr Organization ",0
politician,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:politician," leo hauser ,  angela merkel ,  thelma d  drake ",Politician,http://dbpedia.org/ontology/Politician," Jake Ootes ,  Ben Schoeman ,  Santiago Pérez de Manosalbas ",1
port,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:port," chesterfield county airport ,  kariba airport ,  florence peretola airport ",Airport,http://dbpedia.org/ontology/Airport," Kota Kinabalu International Airport ,  Lane Field Airport ,  Lechfeld Air Base ",0
port,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:port," nimes airport ,  ferihegy international airport ,  bishop international airport ",Park,http://dbpedia.org/ontology/Park," Pembina Valley Provincial Park ,  Clendinning Provincial Park ,  Kaunas Botanical Garden ",0
port,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:port," montgomery county airpark ,  astana airport ,  seatac international airport ",Park,http://dbpedia.org/ontology/Park," Queens Park, Birmingham ,  Columbus Park (Manhattan) ,  Harlow Town Park ",0
port,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:port," birmingham south ,  johannesburg international airport ,  sogndal airport ",Poem,http://dbpedia.org/ontology/Poem," Pines of Rome ,  De rerum natura ,  Lady Lazarus ",0
port,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:port," yakutat airport ,  milas bodrum airport ,  sion airport ",Port,http://dbpedia.org/ontology/Port,,1
port,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:port," riyadh izdihar holiday inn ,  harrisburg international airport ,  charlottetown airport ",Sport,http://dbpedia.org/ontology/Sport," Track and field ,  Throwball ,  Radiographic anatomy ",0
profession,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:profession," global manager ,  coast guard captain ,  los angeles county sheriff ",Politician,http://dbpedia.org/ontology/Politician," Ólafur Friðrik Magnússon ,  Mohammed Khalid ,  George Roy McWilliam ",0
profession,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:profession," chartered physiotherapist ,  editor news ,  political columnist ",Profession,http://dbpedia.org/ontology/Profession,,1
profession,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:profession," guest performer ,  on air contributor ,  good tennis player ",Professor,http://dbpedia.org/ontology/Professor,,0
profession,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:profession," law enforcement specialist ,  council chair ,  domestic violence counselor ",Protein,http://dbpedia.org/ontology/Protein," Photolyase ,  SCN1B ,  Drosha ",0
profession,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:profession," passionate volunteer ,  labor leader ,  creative assistant ",TradeUnion,http://dbpedia.org/ontology/TradeUnion," Korean Teachers and Education Workers Union ,  Breweries & Bottleyards Employees Industrial Union of Workers WA ,  1199SEIU United Healthcare Workers East ",0
professor,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:professor," joe shaver ,  chris spence ,  donna hodges ",Award,http://dbpedia.org/ontology/Award," Grammy Award for Best Remixed Recording, Non-Classical ,  China Music Awards ,  Frauenkrimipreis der Stadt Wiesbaden ",0
professor,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:professor," beth wiley ,  elizabeth skoglund ,  rene vargas ",Politician,http://dbpedia.org/ontology/Politician," José María Iglesias ,  José Vicente Rangel ,  Taner Yıldız ",0
professor,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:professor," hesh reinfeld ,  philip culver ,  maria zain ",Profession,http://dbpedia.org/ontology/Profession,,0
professor,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:professor," barry dean ,  helen brain ,  patricia cox ",Professor,http://dbpedia.org/ontology/Professor,,1
professor,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:professor," larry coughlin ,  gary preston ,  craig jensen ",Protein,http://dbpedia.org/ontology/Protein," CXCL6 ,  Plexin A1 ,  Neuromedin S ",0
professor,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:professor," tracy togliatti ,  cindy thomas ,  betsy husband ",TelevisionShow,http://dbpedia.org/ontology/TelevisionShow," Rocar DAC ,  National Lampoon's Class of '86 ,  The Journey (trilogy series) ",0
programminglanguage,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:programminglanguage," n1    ii ,  n3 331 ,  common lisp  mcl  ",City,http://dbpedia.org/ontology/City," Breckenridge, Missouri ,  Erich, Uttar Pradesh ,  Aumsville, Oregon ",0
programminglanguage,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:programminglanguage," p l e u r ,  i v e ,  legacy languages ",Language,http://dbpedia.org/ontology/Language," Moscow ML ,  SALSA (programming language) ,  Nutabe language ",0
programminglanguage,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:programminglanguage," n1 335 ,  high level object oriented language ,  e v e ",ProgrammingLanguage,http://dbpedia.org/ontology/ProgrammingLanguage," Rexx ,  Phase conjugation ,  Contraceptive security ",1
protein,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:protein," endothelial specific receptor tyrosine kinase ,  ls chat ,  smad family member 1 ",Artery,http://dbpedia.org/ontology/Artery," Stylomastoid artery ,  Newark Plank Road ,  Sigmoid arteries ",0
protein,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:protein," transpeptidase ,  n1 250 dilution ,  o sialoglycoprotein endopeptidase ",Brain,http://dbpedia.org/ontology/Brain," Trigeminocerebellar fibers ,  Midbrain reticular formation ,  Spinocerebellar tract ",0
protein,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:protein," protein c reactive protein ,  protein phosphatase 2 regulatory subunit b alpha ,  armc8 protein ",Hotel,http://dbpedia.org/ontology/Hotel," Draycott Hotel ,  Queen Elizabeth Hotel ,  Belmond Orcaella ",0
protein,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:protein," bone morphogenetic protein ,  protein c antigen ,  pre b cell colony enhancing factor 1 ",Poem,http://dbpedia.org/ontology/Poem," Kroniki ,  Terje Vigen ,  Sonnet 51 ",0
protein,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:protein," neuropeptide y receptor y2 ,  igf binding protein 6 ,  lim domain only protein 1 ",Profession,http://dbpedia.org/ontology/Profession,,0
protein,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:protein," copper chaperones ,  growth associated protein 43 ,  plant enzyme ",Professor,http://dbpedia.org/ontology/Professor,,0
protein,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:protein," peroxidase enzyme ,  ciliary neurotrophic factor receptor ,  arginyl trna synthetase ",Protein,http://dbpedia.org/ontology/Protein," C-C chemokine receptor type 6 ,  ZBTB33 ,  CLK2 ",1
protein,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:protein," caspase 3 antibody ,  b cell activating factor receptor ,  binding proteins ",Province,http://dbpedia.org/ontology/Province,,0
protein,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:protein," neuroregulators receptor ,  powerful antioxidant nutrient ,  factor x ",Vein,http://dbpedia.org/ontology/Vein," Plantar venous arch ,  Thoracoepigastric vein ,  Superficial vein ",0
publication,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:publication," great western railway 175 magazine ,  agile journal ,  rxpg news ",Election,http://dbpedia.org/ontology/Election," Finnish presidential election, 1956 ,  Serbian presidential election, 2003 ,  London mayoral election, 2012 ",0
publication,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:publication," zoo weekly magazine ,  family practice management ,  the new york daily ",Magazine,http://dbpedia.org/ontology/Magazine," Help! (magazine) ,  Princeton Tory ,  Game World Navigator ",0
publication,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:publication," vdare  com ,  moskovskie novosti ,  informit ",Newspaper,http://dbpedia.org/ontology/Newspaper," Azzaman ,  Llangollen Advertiser ,  Arab Times ",0
publication,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:publication," kabul weekly ,  big shot magazine ,  desoto tribune ",Politician,http://dbpedia.org/ontology/Politician," Asadollah Alam ,  Paul Calvin Visser ,  John Ladue ",0
publication,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:publication," star girl magazine ,  outdoors section ,  caddo herald ",Publisher,http://dbpedia.org/ontology/Publisher," Kogan Page ,  Ingeborg Hanreich Verlag ,  Dark Horse Comics ",0
publication,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:publication," direct selling news ,  the times picayune   new orleans ,  caterer and hotelkeeper magazine ",RadioStation,http://dbpedia.org/ontology/RadioStation," KRBA (AM) ,  WQBG ,  XEMR-AM ",0
publication,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:publication," journal of young investigators ,  human communication research ,  munising news ",RailwayStation,http://dbpedia.org/ontology/RailwayStation," Kami-Furano Station ,  Sinmae Station ,  Thurles railway station ",0
race,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:race," tour de missouri ,  paris   bruxelles ,  tour of turkey ",Cave,http://dbpedia.org/ontology/Cave," Holy Boy's Cave ,  Pierre's Pot ,  La Mansonnière cave ",0
race,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:race," csc classic ,  gp la marseillaise ,  seb eesti  hispank tartu gp ",Lake,http://dbpedia.org/ontology/Lake," Pannjärv ,  P'itiqucha (Huanza) ,  Lake Tuz ",0
race,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:race," n7 dorpenomloop aalburg ,  lincoln international gp ,  vuelta ciclista asturias ",Race,http://dbpedia.org/ontology/Race," Sapphire Stakes (Ireland) ,  Single Speed World Championship ,  Round Tower Stakes ",1
radiostation,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:radiostation," wmer ,  kghm ,  wbdx ",BroadcastNetwork,http://dbpedia.org/ontology/BroadcastNetwork," Wakker Nederland ,  Voice of the Strait ,  Caracol TV Internacional ",0
radiostation,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:radiostation," wweb ,  kyky ,  kist ",District,http://dbpedia.org/ontology/District,,0
radiostation,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:radiostation," wiez ,  ksty ,  wicc ",MusicalArtist,http://dbpedia.org/ontology/MusicalArtist," Aasim ,  Glenn Morrison (DJ) ,  Corky Laing ",0
radiostation,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:radiostation," wtmx ,  kmfm ,  wpfx ",RadioStation,http://dbpedia.org/ontology/RadioStation," WFVA ,  KHQT ,  Link FM ",1
radiostation,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:radiostation," wflx tv ,  wknh ,  wbkn ",RailwayStation,http://dbpedia.org/ontology/RailwayStation," Sinchang Station ,  Kiełpino Kartuskie railway station ,  Maseok Station ",0
radiostation,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:radiostation," whcn ,  kdon ,  wvbz ",TelevisionStation,http://dbpedia.org/ontology/TelevisionStation," Audi Channel ,  TVNZ 6 ,  Stingray Lite TV ",0
radiostation,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:radiostation," whcj ,  koto ,  dno  t ",TradeUnion,http://dbpedia.org/ontology/TradeUnion," Confédération des syndicats nationaux ,  Association of Professional Journalists of Albania ,  Derbyshire Miners' Association ",0
recordlabel,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:recordlabel," creeping bent ,  bomb hip hop records ,  sudden death records ",CardGame,http://dbpedia.org/ontology/CardGame,,0
recordlabel,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:recordlabel," jargon records ,  mortarhate records ,  major league records ",RecordLabel,http://dbpedia.org/ontology/RecordLabel," Don Giovanni Records ,  Siddharta Records ,  Nation Records ",1
religion,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:religion," northwoods presbyterian church ,  saint charles borromeo roman catholic church ,  oklahoma church of god ",Bird,http://dbpedia.org/ontology/Bird," Mani the parakeet ,  Black crowned crane ,  Grey-hooded parakeet ",0
religion,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:religion," philippine mythology ,  manhattan bible church ,  temple church ",Election,http://dbpedia.org/ontology/Election," Madrilenian parliamentary election, 1999 ,  United States Senate election in Montana, 2012 ,  2009 The Dominion Curling Club Championship ",0
religion,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:religion," universal temple of truth ,  first spanish united church of christ ,  oak grove mennonite church ",Planet,http://dbpedia.org/ontology/Planet," Fish aggregating device ,  1109 Tata ,  590 Tomyris ",0
religion,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:religion," hinsdale baptist church ,  dallas worship temple baptist church ,  saint thomas spiritual church ",RadioStation,http://dbpedia.org/ontology/RadioStation," KCRT-FM ,  WDVA ,  Rock Radio ",0
religion,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:religion," calvary gospel temple ,  lancaster community baptist church ,  precious blood roman catholic church ",Religious,http://dbpedia.org/ontology/Religious," Bhaktisvarupa Damodar Swami ,  Zentatsu Richard Baker ,  Pierre Chaignon ",1
religion,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:religion," saint barnabas and all saints church ,  spiritual humanism ,  topics catholic religion christian celebrations christian church leadership christian ",ReligiousBuilding,http://dbpedia.org/ontology/ReligiousBuilding," Luis de Torres Synagogue ,  West London Synagogue ,  Herrenalb Abbey ",0
religion,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:religion," salem english lutheran church ,  south shore baptist church ,  assembly of god church ",TelevisionShow,http://dbpedia.org/ontology/TelevisionShow," Gimme a Break! ,  Falcon Crest ,  The New Adventures of Flash Gordon ",0
reptile,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:reptile," maracaibo wood turtle ,  painted coral snake ,  forest turtle ",Reptile,http://dbpedia.org/ontology/Reptile," Northeastern hill krait ,  Pseudalsophis ,  Strange-nosed chameleon ",1
reptile,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:reptile," coast garter snake ,  natal black snake ,  tortoises ",Website,http://dbpedia.org/ontology/Website," Blinkbox Music ,  OpIndia.com ,  Macteens ",0
restaurant,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:restaurant," mcdonalds restaurant ,  la posada restaurant ,  cici s pizza ",Instrument,http://dbpedia.org/ontology/Instrument,,0
restaurant,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:restaurant," china queen restaurant ,  ethnic restaurants ,  china inn ",Restaurant,http://dbpedia.org/ontology/Restaurant," The Russell Hotel ,  Boka (restaurant) ,  The Peak Lookout ",1
restaurant,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:restaurant," amigo s restaurant ,  molly s restaurant ,  tai wu restaurant ",Stadium,http://dbpedia.org/ontology/Stadium," Crawford Hall (Irvine) ,  Multi-purpose stadium ,  Estadio Camping Resort ",0
river,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:river," des plaines river ,  polson creek ,  krain creek ",Bridge,http://dbpedia.org/ontology/Bridge," CRRNJ Newark Bay Bridge ,  Fremont Bridge (Seattle) ,  Laredo International Bridge 5 ",0
river,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:river," amicalola creek ,  rainy river ,  powderly creek ",River,http://dbpedia.org/ontology/River," Graham River ,  Red Pyke River ,  Ramanathi River ",1
river,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:river," mahanadi river ,  river teesta ,  loyalhanna river ",Winery,http://dbpedia.org/ontology/Winery," Piper-Heidsieck ,  Cakebread Cellars ,  Château Ausone ",0
scientist,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:scientist," robert schiller ,  george green ,  thomas horseman ",Instrumentalist,http://dbpedia.org/ontology/Instrumentalist," Andrew Craighan ,  Duncan Lloyd ,  Martin Pugh ",0
scientist,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:scientist," matthew scott ,  john dollond ,  pam barnes ",MusicalArtist,http://dbpedia.org/ontology/MusicalArtist," Eri Nobuchika ,  Craig Peyton ,  Oscar Dronjak ",0
scientist,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:scientist," robert crawford iii ,  thomas s  kuhn ,  george william manby ",Politician,http://dbpedia.org/ontology/Politician," Kayode Olofin-Moyin ,  K. T. Rama Rao ,  Thomas Barker (Australian politician) ",0
scientist,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:scientist," nicolaus copernicus ,  pablo chavez ,  william mays ",Race,http://dbpedia.org/ontology/Race," Tour de Brunei ,  1954 Grand National ,  Evening Attire Stakes ",0
scientist,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:scientist," jacob david bekenstein ,  kristina williams ,  kevin rivera ",Scientist,http://dbpedia.org/ontology/Scientist," John David Kennedy ,  Charles Royal Johnson ,  Margaret J. Osler ",1
shoppingmall,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:shoppingmall," arnot mall ,  pleasant hill shopping center ,  westminster mall ",Hospital,http://dbpedia.org/ontology/Hospital," Tsan Yuk Hospital ,  Entebbe General Hospital ,  St. Joseph's Hospital (St. Paul, Minnesota) ",0
shoppingmall,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:shoppingmall," results home ,  shoppes at valley forge shopping center ,  cleveland mall ",ShoppingMall,http://dbpedia.org/ontology/ShoppingMall," Moreno Valley Mall ,  Desert Fashion Plaza ,  Meadowood Mall ",1
skiarea,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:skiarea," greybull river ,  kaweah river ,  hades creek ",Bridge,http://dbpedia.org/ontology/Bridge," Suicide bridge ,  Midtown Bridge (Hackensack River) ,  Hanjiatuo Yangtze River Bridge ",0
skiarea,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:skiarea," oxbow creek ,  kentucky creek ,  talladega creek ",Film,http://dbpedia.org/ontology/Film," Stars of Eger (1968 film) ,  Nauker (1979 film) ,  Beck: The Eye of the Storm ",0
skiarea,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:skiarea," north fork lytle creek ,  east fork eightmile creek ,  channel creek ",River,http://dbpedia.org/ontology/River," Orestimba Creek ,  Broken River (Victoria) ,  Holod River ",0
skiarea,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:skiarea," oneonta creek ,  byrd creek ,  tandy creek ",SkiArea,http://dbpedia.org/ontology/SkiArea," Harper Mountain ,  Golte Ski Resort ,  Pico Mountain ",1
skiarea,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:skiarea," alabama creek ,  stony fork creek ,  forty mile river ",State,http://dbpedia.org/ontology/State,,0
skyscraper,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:skyscraper," chrysler building ,  tour neptune ,  dubai arch tower ",Bridge,http://dbpedia.org/ontology/Bridge," Alden Bridge ,  Triborough Bridge ,  Circle Drive South Bridge ",0
skyscraper,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:skyscraper," senior road tower ,  transamerica building ,  wuhan international trade center ",Newspaper,http://dbpedia.org/ontology/Newspaper," Baltic Review ,  The Border Times ,  List of newspapers in Oman ",0
skyscraper,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:skyscraper," hopewell centre ,  mile end station ,  santa fe community convention center ",Plant,http://dbpedia.org/ontology/Plant," Colchicum parlatoris ,  Cyanixia ,  Leonotis leonurus ",0
skyscraper,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:skyscraper," pakse hotel ,  city of capitals ,  burj views tower 3 ",ShoppingMall,http://dbpedia.org/ontology/ShoppingMall," The Mercat Shopping Centre ,  Quintard Mall ,  Springdale Mall ",0
skyscraper,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:skyscraper," tokyo tower ,  well fargo center ,  kensington close hotel ",Skyscraper,http://dbpedia.org/ontology/Skyscraper," Matitone,  FKI Tower , 63 Building ",1
